15	15.000000	1638097803
21	17.000000	1638097803
37	18.000000	1638097803
49	19.000000	1638097803
112	20.000000	1638097803
129	23.000000	1638097803
132	24.000000	1638097803
142	25.000000	1638097803
15	15.171628	1638097833
21	16.871100	1638097833
37	18.116864	1638097833
49	19.104530	1638097833
112	19.766755	1638097833
129	23.044255	1638097833
132	23.912808	1638097833
142	24.826917	1638097833
15	15.239081	1638097863
21	17.072493	1638097863
37	17.971033	1638097863
49	19.343032	1638097863
112	19.688917	1638097863
129	22.982335	1638097863
132	23.675034	1638097863
142	24.614233	1638097863
15	15.167532	1638097893
21	17.156711	1638097893
37	17.776828	1638097893
49	19.285604	1638097893
112	19.809929	1638097893
129	22.750632	1638097893
132	23.555131	1638097893
142	24.611002	1638097893
15	14.943660	1638097923
21	17.053366	1638097923
37	17.627342	1638097923
49	19.452202	1638097923
112	19.835291	1638097923
129	22.849470	1638097923
132	23.654278	1638097923
142	24.478949	1638097923
15	14.981190	1638097953
21	17.143721	1638097953
37	17.693507	1638097953
49	19.631984	1638097953
112	19.996237	1638097953
129	22.893167	1638097953
132	23.765585	1638097953
142	24.333452	1638097953
15	14.874387	1638097983
21	16.901792	1638097983
37	17.444390	1638097983
49	19.844724	1638097983
112	19.924676	1638097983
129	22.899808	1638097983
132	23.986624	1638097983
142	24.466183	1638097983
15	14.675672	1638098013
21	16.780295	1638098013
37	17.368696	1638098013
49	19.652956	1638098013
112	19.744539	1638098013
129	22.840248	1638098013
132	23.767128	1638098013
142	24.240493	1638098013
15	14.916448	1638098043
21	17.003039	1638098043
37	17.567225	1638098043
49	19.505650	1638098043
112	19.701073	1638098043
129	22.834135	1638098043
132	23.804558	1638098043
142	24.173765	1638098043
15	15.143402	1638098073
21	16.776341	1638098073
37	17.802377	1638098073
49	19.622395	1638098073
112	19.815351	1638098073
129	22.874581	1638098073
132	23.859220	1638098073
142	24.170515	1638098073
15	15.009094	1638098103
21	16.791316	1638098103
37	17.962007	1638098103
49	19.376758	1638098103
112	19.719434	1638098103
129	22.972961	1638098103
132	23.725958	1638098103
142	24.261327	1638098103
15	15.138731	1638098133
21	16.897053	1638098133
37	17.748970	1638098133
49	19.474449	1638098133
112	19.951354	1638098133
129	23.031990	1638098133
132	23.849321	1638098133
142	24.051646	1638098133
15	15.297677	1638098163
21	17.122484	1638098163
37	17.572848	1638098163
49	19.711654	1638098163
112	20.021516	1638098163
129	22.969236	1638098163
132	23.981497	1638098163
142	23.906458	1638098163
15	15.509725	1638098193
21	16.952634	1638098193
37	17.424604	1638098193
49	19.507129	1638098193
112	19.956350	1638098193
129	23.015194	1638098193
132	23.935471	1638098193
142	23.707730	1638098193
15	15.427457	1638098223
21	17.063670	1638098223
37	17.286485	1638098223
49	19.493956	1638098223
112	19.734228	1638098223
129	23.090686	1638098223
132	23.957876	1638098223
142	23.836628	1638098223
15	15.636343	1638098253
21	17.231331	1638098253
37	17.196449	1638098253
49	19.498851	1638098253
112	19.505933	1638098253
129	23.118164	1638098253
132	24.114961	1638098253
142	23.867810	1638098253
15	15.386712	1638098283
21	16.989498	1638098283
37	17.276905	1638098283
49	19.494275	1638098283
112	19.690360	1638098283
129	22.931225	1638098283
132	23.929173	1638098283
142	23.833926	1638098283
15	15.195394	1638098313
21	16.970549	1638098313
37	17.179737	1638098313
49	19.346873	1638098313
112	19.908936	1638098313
129	23.006829	1638098313
132	23.901159	1638098313
142	23.840577	1638098313
15	15.044951	1638098343
21	16.847309	1638098343
37	17.321502	1638098343
49	19.170665	1638098343
112	19.722416	1638098343
129	22.946028	1638098343
132	24.080615	1638098343
142	23.801054	1638098343
15	15.236001	1638098373
21	17.058521	1638098373
37	17.312579	1638098373
49	19.090484	1638098373
112	19.714478	1638098373
129	22.862051	1638098373
132	24.087537	1638098373
142	23.631697	1638098373
15	15.020336	1638098403
21	17.176389	1638098403
37	17.449937	1638098403
49	18.996084	1638098403
112	19.581012	1638098403
129	22.990019	1638098403
132	24.011121	1638098403
142	23.418404	1638098403
15	15.162548	1638098433
21	17.006606	1638098433
37	17.373241	1638098433
49	19.185705	1638098433
112	19.485248	1638098433
129	22.800941	1638098433
132	24.005029	1638098433
142	23.348313	1638098433
15	15.248688	1638098463
21	16.938871	1638098463
37	17.306357	1638098463
49	19.425346	1638098463
112	19.480106	1638098463
129	22.574671	1638098463
132	24.232970	1638098463
142	23.113495	1638098463
15	15.085373	1638098493
21	16.829982	1638098493
37	17.549085	1638098493
49	19.652168	1638098493
112	19.233407	1638098493
129	22.652753	1638098493
132	24.175844	1638098493
142	23.051415	1638098493
15	15.114724	1638098523
21	16.942671	1638098523
37	17.375200	1638098523
49	19.592916	1638098523
112	19.072087	1638098523
129	22.843184	1638098523
132	24.269019	1638098523
142	23.005407	1638098523
15	15.112757	1638098553
21	16.822153	1638098553
37	17.560885	1638098553
49	19.716745	1638098553
112	18.941298	1638098553
129	23.075746	1638098553
132	24.473904	1638098553
142	22.783208	1638098553
15	15.244477	1638098583
21	16.609420	1638098583
37	17.740306	1638098583
49	19.961833	1638098583
112	18.706566	1638098583
129	23.299257	1638098583
132	24.279887	1638098583
142	22.678299	1638098583
15	15.021042	1638098613
21	16.806325	1638098613
37	17.490777	1638098613
49	19.832411	1638098613
112	18.764923	1638098613
129	23.161554	1638098613
132	24.359115	1638098613
142	22.812979	1638098613
15	15.046107	1638098643
21	16.563064	1638098643
37	17.316616	1638098643
49	20.022949	1638098643
112	18.627445	1638098643
129	23.109831	1638098643
132	24.235581	1638098643
142	22.579460	1638098643
15	14.852982	1638098673
21	16.794388	1638098673
37	17.356622	1638098673
49	19.954712	1638098673
112	18.443929	1638098673
129	23.083774	1638098673
132	24.459689	1638098673
142	22.711400	1638098673
15	14.824605	1638098703
21	16.987415	1638098703
37	17.513259	1638098703
49	19.772558	1638098703
112	18.313669	1638098703
129	22.837328	1638098703
132	24.478054	1638098703
142	22.528781	1638098703
15	14.857720	1638098733
21	17.081876	1638098733
37	17.620117	1638098733
49	19.712152	1638098733
112	18.117631	1638098733
129	23.007623	1638098733
132	24.233790	1638098733
142	22.679593	1638098733
15	14.784182	1638098763
21	16.923627	1638098763
37	17.556355	1638098763
49	19.575419	1638098763
112	17.969807	1638098763
129	23.242070	1638098763
132	24.103228	1638098763
142	22.767943	1638098763
15	14.799063	1638098793
21	17.154956	1638098793
37	17.710478	1638098793
49	19.610677	1638098793
112	18.172363	1638098793
129	23.387676	1638098793
132	24.148792	1638098793
142	22.625688	1638098793
15	14.970391	1638098823
21	17.151206	1638098823
37	17.719401	1638098823
49	19.649075	1638098823
112	18.223431	1638098823
129	23.330729	1638098823
132	23.923038	1638098823
142	22.668980	1638098823
15	15.022011	1638098853
21	17.383120	1638098853
37	17.790094	1638098853
49	19.666367	1638098853
112	18.421270	1638098853
129	23.440869	1638098853
132	23.773474	1638098853
142	22.798030	1638098853
15	15.192334	1638098883
21	17.518825	1638098883
37	17.978634	1638098883
49	19.784268	1638098883
112	18.386988	1638098883
129	23.611801	1638098883
132	23.850091	1638098883
142	22.663353	1638098883
15	15.280772	1638098913
21	17.318951	1638098913
37	17.883051	1638098913
49	19.864350	1638098913
112	18.343380	1638098913
129	23.492078	1638098913
132	23.885516	1638098913
142	22.850573	1638098913
15	15.203585	1638098943
21	17.563881	1638098943
37	18.130298	1638098943
49	20.045172	1638098943
112	18.192713	1638098943
129	23.554259	1638098943
132	23.879550	1638098943
142	22.644001	1638098943
15	15.194778	1638098973
21	17.523951	1638098973
37	18.131974	1638098973
49	20.095850	1638098973
112	18.284623	1638098973
129	23.549762	1638098973
132	23.653662	1638098973
142	22.532416	1638098973
15	15.408722	1638099003
21	17.482358	1638099003
37	18.176273	1638099003
49	20.072055	1638099003
112	18.209830	1638099003
129	23.530692	1638099003
132	23.424919	1638099003
142	22.534299	1638099003
15	15.312507	1638099033
21	17.687111	1638099033
37	18.343159	1638099033
49	20.229194	1638099033
112	18.449220	1638099033
129	23.379316	1638099033
132	23.661000	1638099033
142	22.759860	1638099033
15	15.100669	1638099063
21	17.483270	1638099063
37	18.304049	1638099063
49	20.237903	1638099063
112	18.204149	1638099063
129	23.561407	1638099063
132	23.596382	1638099063
142	22.909240	1638099063
15	15.126177	1638099093
21	17.400526	1638099093
37	18.124493	1638099093
49	20.224498	1638099093
112	18.185660	1638099093
129	23.501919	1638099093
132	23.492777	1638099093
142	23.145727	1638099093
15	15.222308	1638099123
21	17.284544	1638099123
37	18.056579	1638099123
49	20.289436	1638099123
112	18.000886	1638099123
129	23.461113	1638099123
132	23.592442	1638099123
142	22.995540	1638099123
15	14.993685	1638099153
21	17.304041	1638099153
37	17.815210	1638099153
49	20.205690	1638099153
112	17.997244	1638099153
129	23.456840	1638099153
132	23.819255	1638099153
142	23.127136	1638099153
15	14.884119	1638099183
21	17.479922	1638099183
37	17.807045	1638099183
49	20.231846	1638099183
112	17.962353	1638099183
129	23.524960	1638099183
132	23.707587	1638099183
142	23.068822	1638099183
15	14.787423	1638099213
21	17.408552	1638099213
37	18.051042	1638099213
49	20.157381	1638099213
112	17.882988	1638099213
129	23.325293	1638099213
132	23.861100	1638099213
142	23.149317	1638099213
15	14.857875	1638099243
21	17.229086	1638099243
37	17.923130	1638099243
49	20.095524	1638099243
112	17.992924	1638099243
129	23.175881	1638099243
132	24.040764	1638099243
142	23.207388	1638099243
15	14.702898	1638099273
21	17.255260	1638099273
37	17.702856	1638099273
49	19.918059	1638099273
112	18.040428	1638099273
129	23.424127	1638099273
132	23.831866	1638099273
142	23.429428	1638099273
